rule,code,name,current_weight,limit,excess,passed,risky_weight
individual_etf_limit,091160,KODEX 반도체,0.23064444892868563,0.2,0.03064444892868562,False,
individual_etf_limit,360750,TIGER 미국S&P500,0.2064382544371347,0.2,0.006438254437134694,False,
individual_etf_limit,488770,KODEX 머니마켓액티브,0.1937957904431016,0.2,-0.006204209556898405,True,
individual_etf_limit,411060,ACE KRX금현물,0.14544211683171795,0.2,-0.054557883168282056,True,
individual_etf_limit,449450,PLUS K방산,0.1280837978896253,0.2,-0.07191620211037472,True,
individual_etf_limit,273130,KODEX 종합채권(AA-이상)액티브,0.09559559146973481,0.2,-0.1044044085302652,True,
risk_asset_limit,,,,0.7,0.010608618087163624,False,0.7106086180871636
