cumulative_return,cagr,mdd,alpha,beta,annual_volatility,win_rate,sharpe,calmar,sortino,information_ratio,mdd_duration,win_rate_monthly,var_95,tail_ratio
1.5007243890214057,0.6923979119449344,-0.11547828588091813,0.09216280132203322,0.5180156247012742,0.223565600073655,0.571753986332574,2.4675194255355395,5.99591435448686,3.187708558596154,-1.5628083495593017,40,0.7272727272727273,-0.01605501324310617,1.3255267019255461
