traded_value,turnover,limit,passed,period,date
97150000.0,0.9715,0.8,False,initial,
97150000.0,0.9715,0.1,False,weekly,2026-01-05
3407500.0,0.034075,0.1,True,weekly,2026-01-12
100557500.0,1.005575,0.1,False,monthly,2026-01-31
