code,name,current_weight,limit,excess,passed
091160,KODEX 반도체,0.24309413080423564,0.2,0.04309413080423563,False
360750,TIGER 미국S&P500,0.20954752466954932,0.2,0.009547524669549307,False
488770,KODEX 머니마켓액티브,0.19398476266935516,0.2,-0.0060152373306448514,True
411060,ACE KRX금현물,0.14473908126686494,0.2,-0.05526091873313507,True
449450,PLUS K방산,0.11301691698743112,0.2,-0.0869830830125689,True
273130,KODEX 종합채권(AA-이상)액티브,0.09554599180087356,0.2,-0.10445400819912645,True
